Perangkat Daerah,Dokumen,Jenis rekomendasi,Paket,Jumlah,Satuan,Status,Pagu anggaran,Tanggal Pengajuan,Tanggal Pemeriksaan,Durasi Proses
Kelurahan Cakranegara Selatan Baru,"[{""id"":5720,""rekomendasi_id"":1574,""jenis_dokumen_id"":1,""no_surat"":""66\/CSB\/XI\/2022"",""tanggal_surat"":""2022-11-02"",""file_surat"":""file_surat_permohonan\/SP_Kelurahan Cakranegara Selatan Baru_1667866771_.pdf"",""barcode"":null,""created_at"":""2022-11-04T09:48:49.000000Z"",""updated_at"":""2022-11-08T08:19:31.000000Z""},{""id"":5848,""rekomendasi_id"":1574,""jenis_dokumen_id"":3,""no_surat"":""027.2\/557\/Diskominfo\/XI\/2022"",""tanggal_surat"":""2022-11-09"",""file_surat"":""file_surat_rekomendasi\/SR_Kelurahan_Cakranegara_Selatan_Baru_1574.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-rekomendasisr-kelurahan-cakranegara-selatan-baru-1574pdfqrcode.png"",""created_at"":""2022-11-09T09:12:43.000000Z"",""updated_at"":""2022-11-09T09:12:44.000000Z""},{""id"":5957,""rekomendasi_id"":1574,""jenis_dokumen_id"":5,""no_surat"":""71\/CSB\/XI\/2022"",""tanggal_surat"":""2022-11-14"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Kelurahan Cakranegara Selatan Baru_1668392615_.pdf"",""barcode"":null,""created_at"":""2022-11-14T10:23:35.000000Z"",""updated_at"":""2022-11-14T10:23:35.000000Z""},{""id"":6055,""rekomendasi_id"":1574,""jenis_dokumen_id"":7,""no_surat"":""027.2\/557\/Diskominfo\/XI\/2022"",""tanggal_surat"":""2022-11-16"",""file_surat"":""file_surat_pemeriksaan\/SHP_Kelurahan_Cakranegara_Selatan_Baru_1574.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-pemeriksaanshp-kelurahan-cakranegara-selatan-baru-1574pdfqrcode.png"",""created_at"":""2022-11-16T14:34:37.000000Z"",""updated_at"":""2022-11-16T14:34:37.000000Z""}]",Pengadaan Barang/Jasa,Printer,1.0,Unit,Hasil pemeriksaan terbit,5150000,2022-11-04,2022-11-16,12
Kelurahan Cakranegara Selatan Baru,"[{""id"":5721,""rekomendasi_id"":1575,""jenis_dokumen_id"":1,""no_surat"":""65\/CSB\/XI\/2022"",""tanggal_surat"":""2022-11-04"",""file_surat"":""file_surat_permohonan\/SP_Kelurahan Cakranegara Selatan Baru_1667866717_.pdf"",""barcode"":null,""created_at"":""2022-11-04T09:50:53.000000Z"",""updated_at"":""2022-11-08T08:18:37.000000Z""},{""id"":5847,""rekomendasi_id"":1575,""jenis_dokumen_id"":3,""no_surat"":""027.2\/556\/Diskominfo\/XI\/2022"",""tanggal_surat"":""2022-11-09"",""file_surat"":""file_surat_rekomendasi\/SR_Kelurahan_Cakranegara_Selatan_Baru_1575.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-rekomendasisr-kelurahan-cakranegara-selatan-baru-1575pdfqrcode.png"",""created_at"":""2022-11-09T09:11:42.000000Z"",""updated_at"":""2022-11-09T09:11:42.000000Z""},{""id"":5956,""rekomendasi_id"":1575,""jenis_dokumen_id"":5,""no_surat"":""72\/CSB\/XI\/2022"",""tanggal_surat"":""2022-11-14"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Kelurahan Cakranegara Selatan Baru_1668392566_.pdf"",""barcode"":null,""created_at"":""2022-11-14T10:22:46.000000Z"",""updated_at"":""2022-11-14T10:22:46.000000Z""},{""id"":6054,""rekomendasi_id"":1575,""jenis_dokumen_id"":7,""no_surat"":""027.2\/556\/Diskominfo\/XI\/2022"",""tanggal_surat"":""2022-11-16"",""file_surat"":""file_surat_pemeriksaan\/SHP_Kelurahan_Cakranegara_Selatan_Baru_1575.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-pemeriksaanshp-kelurahan-cakranegara-selatan-baru-1575pdfqrcode.png"",""created_at"":""2022-11-16T14:34:31.000000Z"",""updated_at"":""2022-11-16T14:34:31.000000Z""}]",Pengadaan Barang/Jasa,Proyektor/LCD,1.0,Buah,Hasil pemeriksaan terbit,8814000,2022-11-04,2022-11-16,12
Kelurahan Mataram Barat,"[{""id"":5723,""rekomendasi_id"":1576,""jenis_dokumen_id"":1,""no_surat"":""95\/Kel.MB\/XI\/2022"",""tanggal_surat"":""2022-11-03"",""file_surat"":""file_surat_permohonan\/SP_Kelurahan Mataram Barat_1667526832_.pdf"",""barcode"":null,""created_at"":""2022-11-04T09:53:52.000000Z"",""updated_at"":""2022-11-04T09:53:52.000000Z""},{""id"":5815,""rekomendasi_id"":1576,""jenis_dokumen_id"":3,""no_surat"":""027.2\/539\/Diskominfo\/XI\/2022"",""tanggal_surat"":""2022-11-08"",""file_surat"":""file_surat_rekomendasi\/SR_Kelurahan_Mataram_Barat_1576.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-rekomendasisr-kelurahan-mataram-barat-1576pdfqrcode.png"",""created_at"":""2022-11-08T10:31:54.000000Z"",""updated_at"":""2022-11-08T10:31:54.000000Z""},{""id"":6208,""rekomendasi_id"":1576,""jenis_dokumen_id"":5,""no_surat"":""Nomor : 120\/Kel.MB\/XI\/2022"",""tanggal_surat"":""2022-11-23"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Kelurahan Mataram Barat_1669176486_.pdf"",""barcode"":null,""created_at"":""2022-11-23T12:08:06.000000Z"",""updated_at"":""2022-11-23T12:08:06.000000Z""},{""id"":6216,""rekomendasi_id"":1576,""jenis_dokumen_id"":7,""no_surat"":""027.2\/539\/Diskominfo\/XI\/2022"",""tanggal_surat"":""2022-11-23"",""file_surat"":""file_surat_pemeriksaan\/SHP_Kelurahan_Mataram_Barat_1576.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-pemeriksaanshp-kelurahan-mataram-barat-1576pdfqrcode.png"",""created_at"":""2022-11-23T15:29:43.000000Z"",""updated_at"":""2022-11-23T15:29:43.000000Z""}]",Pengadaan Barang/Jasa,PC,1.0,Unit,Hasil pemeriksaan terbit,12000000,2022-11-04,2022-11-23,19
Kelurahan Mataram Barat,"[{""id"":5725,""rekomendasi_id"":1577,""jenis_dokumen_id"":1,""no_surat"":""97\/Kel.MB\/XI\/2022"",""tanggal_surat"":""2022-11-03"",""file_surat"":""file_surat_permohonan\/SP_Kelurahan Mataram Barat_1667527262_.pdf"",""barcode"":null,""created_at"":""2022-11-04T10:01:02.000000Z"",""updated_at"":""2022-11-04T10:01:02.000000Z""},{""id"":5814,""rekomendasi_id"":1577,""jenis_dokumen_id"":3,""no_surat"":""027.2\/538\/Diskominfo\/XI\/2022"",""tanggal_surat"":""2022-11-08"",""file_surat"":""file_surat_rekomendasi\/SR_Kelurahan_Mataram_Barat_1577.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-rekomendasisr-kelurahan-mataram-barat-1577pdfqrcode.png"",""created_at"":""2022-11-08T10:31:30.000000Z"",""updated_at"":""2022-11-08T10:31:30.000000Z""},{""id"":6207,""rekomendasi_id"":1577,""jenis_dokumen_id"":5,""no_surat"":""Nomor : 119\/Kel.MB\/XI\/2022"",""tanggal_surat"":""2022-11-23"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Kelurahan Mataram Barat_1669176448_.pdf"",""barcode"":null,""created_at"":""2022-11-23T12:07:28.000000Z"",""updated_at"":""2022-11-23T12:07:28.000000Z""},{""id"":6215,""rekomendasi_id"":1577,""jenis_dokumen_id"":7,""no_surat"":""027.2\/538\/Diskominfo\/XI\/2022"",""tanggal_surat"":""2022-11-23"",""file_surat"":""file_surat_pemeriksaan\/SHP_Kelurahan_Mataram_Barat_1577.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-pemeriksaanshp-kelurahan-mataram-barat-1577pdfqrcode.png"",""created_at"":""2022-11-23T15:29:34.000000Z"",""updated_at"":""2022-11-23T15:29:34.000000Z""}]",Pengadaan Barang/Jasa,Proyektor/LCD,1.0,Unit,Hasil pemeriksaan terbit,7000000,2022-11-04,2022-11-23,19
Kelurahan Mataram Barat,"[{""id"":5734,""rekomendasi_id"":1578,""jenis_dokumen_id"":1,""no_surat"":""96\/Kel.MB\/XI\/2022"",""tanggal_surat"":""2022-11-03"",""file_surat"":""file_surat_permohonan\/SP_Kelurahan Mataram Barat_1667527688_.pdf"",""barcode"":null,""created_at"":""2022-11-04T10:08:08.000000Z"",""updated_at"":""2022-11-04T10:08:08.000000Z""},{""id"":5813,""rekomendasi_id"":1578,""jenis_dokumen_id"":3,""no_surat"":""027.2\/537\/Diskominfo\/XI\/2022"",""tanggal_surat"":""2022-11-08"",""file_surat"":""file_surat_rekomendasi\/SR_Kelurahan_Mataram_Barat_1578.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-rekomendasisr-kelurahan-mataram-barat-1578pdfqrcode.png"",""created_at"":""2022-11-08T10:31:10.000000Z"",""updated_at"":""2022-11-08T10:31:10.000000Z""},{""id"":6206,""rekomendasi_id"":1578,""jenis_dokumen_id"":5,""no_surat"":""Nomor : 118\/Kel.MB\/XI\/2022"",""tanggal_surat"":""2022-11-23"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Kelurahan Mataram Barat_1669176405_.pdf"",""barcode"":null,""created_at"":""2022-11-23T12:06:45.000000Z"",""updated_at"":""2022-11-23T12:06:45.000000Z""},{""id"":6214,""rekomendasi_id"":1578,""jenis_dokumen_id"":7,""no_surat"":""027.2\/537\/Diskominfo\/XI\/2022"",""tanggal_surat"":""2022-11-23"",""file_surat"":""file_surat_pemeriksaan\/SHP_Kelurahan_Mataram_Barat_1578.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-pemeriksaanshp-kelurahan-mataram-barat-1578pdfqrcode.png"",""created_at"":""2022-11-23T15:29:28.000000Z"",""updated_at"":""2022-11-23T15:29:28.000000Z""}]",Pengadaan Barang/Jasa,Printer,1.0,Unit,Hasil pemeriksaan terbit,3400000,2022-11-04,2022-11-23,19
Dinas Komunikasi dan Informatika,"[{""id"":5740,""rekomendasi_id"":1579,""jenis_dokumen_id"":1,""no_surat"":""027\/2895\/Dsikominfo\/XI\/2022"",""tanggal_surat"":""2022-11-03"",""file_surat"":""file_surat_permohonan\/SP_Dinas Komunikasi dan Informatika_1668134780_.PDF"",""barcode"":null,""created_at"":""2022-11-04T10:19:10.000000Z"",""updated_at"":""2022-11-11T10:46:20.000000Z""},{""id"":5948,""rekomendasi_id"":1579,""jenis_dokumen_id"":3,""no_surat"":""027.2\/594\/Diskominfo\/XI\/2022"",""tanggal_surat"":""2022-11-14"",""file_surat"":""file_surat_rekomendasi\/SR_Dinas_Komunikasi_dan_Informatika_1579.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-rekomendasisr-dinas-komunikasi-dan-informatika-1579pdfqrcode.png"",""created_at"":""2022-11-14T08:22:32.000000Z"",""updated_at"":""2022-11-14T08:22:32.000000Z""},{""id"":6005,""rekomendasi_id"":1579,""jenis_dokumen_id"":5,""no_surat"":""027\/ 2996 \/Diskominfo\/XI\/2022"",""tanggal_surat"":""2022-11-15"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Dinas Komunikasi dan Informatika_1668495801_.pdf"",""barcode"":null,""created_at"":""2022-11-15T15:03:21.000000Z"",""updated_at"":""2022-11-15T15:03:21.000000Z""},{""id"":6017,""rekomendasi_id"":1579,""jenis_dokumen_id"":7,""no_surat"":""027.2\/594\/Diskominfo\/XI\/2022"",""tanggal_surat"":""2022-11-16"",""file_surat"":""file_surat_pemeriksaan\/SHP_Dinas_Komunikasi_dan_Informatika_1579.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-pemeriksaanshp-dinas-komunikasi-dan-informatika-1579pdfqrcode.png"",""created_at"":""2022-11-16T10:01:25.000000Z"",""updated_at"":""2022-11-16T10:01:25.000000Z""}]",Pengadaan Barang/Jasa,Laptop,2.0,Unit,Hasil pemeriksaan terbit,19000000,2022-11-04,2022-11-16,12
Dinas Komunikasi dan Informatika,"[{""id"":5749,""rekomendasi_id"":1582,""jenis_dokumen_id"":1,""no_surat"":""027\/2907\/Diskominfo\/XI\/2022"",""tanggal_surat"":""2022-11-04"",""file_surat"":""file_surat_permohonan\/SP_Dinas Komunikasi dan Informatika_1667529434_.pdf"",""barcode"":null,""created_at"":""2022-11-04T10:37:14.000000Z"",""updated_at"":""2022-11-04T10:37:14.000000Z""},{""id"":5810,""rekomendasi_id"":1582,""jenis_dokumen_id"":3,""no_surat"":""027.2\/534\/Diskominfo\/XI\/2022"",""tanggal_surat"":""2022-11-08"",""file_surat"":""file_surat_rekomendasi\/SR_Dinas_Komunikasi_dan_Informatika_1582.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-rekomendasisr-dinas-komunikasi-dan-informatika-1582pdfqrcode.png"",""created_at"":""2022-11-08T10:27:08.000000Z"",""updated_at"":""2022-11-08T10:27:08.000000Z""},{""id"":6486,""rekomendasi_id"":1582,""jenis_dokumen_id"":5,""no_surat"":""027\/3187\/Diskominfo\/XII\/2022"",""tanggal_surat"":""2022-12-06"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Dinas Komunikasi dan Informatika_1670309380_.pdf"",""barcode"":null,""created_at"":""2022-12-06T14:49:40.000000Z"",""updated_at"":""2022-12-06T14:49:40.000000Z""},{""id"":6490,""rekomendasi_id"":1582,""jenis_dokumen_id"":7,""no_surat"":""027.2\/534\/Diskominfo\/XI\/2022"",""tanggal_surat"":""2022-12-06"",""file_surat"":""file_surat_pemeriksaan\/SHP_Dinas_Komunikasi_dan_Informatika_1582.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaanshp-dinas-komunikasi-dan-informatika-1582pdfqrcode.png"",""created_at"":""2022-12-06T16:07:39.000000Z"",""updated_at"":""2022-12-06T16:07:39.000000Z""}]",Pengadaan Barang/Jasa,Hardisk External,1.0,Unit,Hasil pemeriksaan terbit,6000000,2022-11-04,2022-12-06,32
UPT Laboratorium Kesehatan,"[{""id"":5750,""rekomendasi_id"":1583,""jenis_dokumen_id"":1,""no_surat"":""440\/413.a\/LABKES\/X\/2022"",""tanggal_surat"":""2022-11-04"",""file_surat"":""file_surat_permohonan\/SP_UPT Laboratorium Kesehatan_1667866991_.pdf"",""barcode"":null,""created_at"":""2022-11-04T10:39:28.000000Z"",""updated_at"":""2022-11-08T08:23:11.000000Z""},{""id"":5845,""rekomendasi_id"":1583,""jenis_dokumen_id"":3,""no_surat"":""027.2\/555\/Diskominfo\/XI\/2022"",""tanggal_surat"":""2022-11-09"",""file_surat"":""file_surat_rekomendasi\/SR_UPT_Laboratorium_Kesehatan_1583.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-rekomendasisr-upt-laboratorium-kesehatan-1583pdfqrcode.png"",""created_at"":""2022-11-09T09:10:32.000000Z"",""updated_at"":""2022-11-09T09:10:32.000000Z""},{""id"":5999,""rekomendasi_id"":1583,""jenis_dokumen_id"":2,""no_surat"":""440\/413.a\/LABKES\/XI\/2022"",""tanggal_surat"":""2022-11-15"",""file_surat"":""file_surat_permohonan\/SP_UPT Laboratorium Kesehatan_1668485159_[revisi].pdf"",""barcode"":null,""created_at"":""2022-11-15T12:05:59.000000Z"",""updated_at"":""2022-11-15T12:05:59.000000Z""},{""id"":6037,""rekomendasi_id"":1583,""jenis_dokumen_id"":4,""no_surat"":""027.2\/619\/Diskominfo\/XI\/2022"",""tanggal_surat"":""2022-11-16"",""file_surat"":""file_surat_rekomendasi\/SR_UPT_Laboratorium_Kesehatan_1583_[revisi].pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-rekomendasisr-upt-laboratorium-kesehatan-1583-revisipdfqrcode.png"",""created_at"":""2022-11-16T11:02:31.000000Z"",""updated_at"":""2022-11-16T11:02:31.000000Z""},{""id"":6697,""rekomendasi_id"":1583,""jenis_dokumen_id"":5,""no_surat"":""440\/474\/labkes\/XII\/2022"",""tanggal_surat"":""2022-12-19"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_UPT Laboratorium Kesehatan_1671507948_.pdf"",""barcode"":null,""created_at"":""2022-12-20T11:45:48.000000Z"",""updated_at"":""2022-12-20T11:45:48.000000Z""},{""id"":6705,""rekomendasi_id"":1583,""jenis_dokumen_id"":7,""no_surat"":""027.2\/619\/Diskominfo\/XI\/2022"",""tanggal_surat"":""2022-12-22"",""file_surat"":""file_surat_pemeriksaan\/SHP_UPT_Laboratorium_Kesehatan_1583.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaanshp-upt-laboratorium-kesehatan-1583pdfqrcode.png"",""created_at"":""2022-12-22T15:10:07.000000Z"",""updated_at"":""2022-12-22T15:10:07.000000Z""}]",Pengadaan Barang/Jasa,Laptop,1.0,Unit,Hasil pemeriksaan terbit,15000000,2022-11-04,2022-12-22,48
Dinas Komunikasi dan Informatika,"[{""id"":5751,""rekomendasi_id"":1584,""jenis_dokumen_id"":1,""no_surat"":""027\/2908\/Diskominfo\/XI\/2022"",""tanggal_surat"":""2022-11-04"",""file_surat"":""file_surat_permohonan\/SP_Dinas Komunikasi dan Informatika_1667778676_.pdf"",""barcode"":null,""created_at"":""2022-11-04T10:42:39.000000Z"",""updated_at"":""2022-11-07T07:51:16.000000Z""},{""id"":5809,""rekomendasi_id"":1584,""jenis_dokumen_id"":3,""no_surat"":""027.2\/533\/Diskominfo\/XI\/2022"",""tanggal_surat"":""2022-11-08"",""file_surat"":""file_surat_rekomendasi\/SR_Dinas_Komunikasi_dan_Informatika_1584.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-rekomendasisr-dinas-komunikasi-dan-informatika-1584pdfqrcode.png"",""created_at"":""2022-11-08T10:26:49.000000Z"",""updated_at"":""2022-11-08T10:26:49.000000Z""},{""id"":6120,""rekomendasi_id"":1584,""jenis_dokumen_id"":5,""no_surat"":""027\/3028\/Diskominfo\/XI\/2022"",""tanggal_surat"":""2022-11-18"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_Dinas Komunikasi dan Informatika_1668760407_.pdf"",""barcode"":null,""created_at"":""2022-11-18T16:33:27.000000Z"",""updated_at"":""2022-11-18T16:33:27.000000Z""},{""id"":6203,""rekomendasi_id"":1584,""jenis_dokumen_id"":7,""no_surat"":""027.2\/533\/Diskominfo\/XI\/2022"",""tanggal_surat"":""2022-11-23"",""file_surat"":""file_surat_pemeriksaan\/SHP_Dinas_Komunikasi_dan_Informatika_1584.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-pemeriksaanshp-dinas-komunikasi-dan-informatika-1584pdfqrcode.png"",""created_at"":""2022-11-23T09:47:10.000000Z"",""updated_at"":""2022-11-23T09:47:10.000000Z""}]",Pengadaan Barang/Jasa,Monitor,1.0,Unit,Hasil pemeriksaan terbit,3733125,2022-11-04,2022-11-23,19
UPT Laboratorium Kesehatan,"[{""id"":5752,""rekomendasi_id"":1585,""jenis_dokumen_id"":1,""no_surat"":""440\/413.a\/LABKES\/X\/2022"",""tanggal_surat"":""2022-11-04"",""file_surat"":""file_surat_permohonan\/SP_UPT Laboratorium Kesehatan_1667866881_.pdf"",""barcode"":null,""created_at"":""2022-11-04T10:42:57.000000Z"",""updated_at"":""2022-11-08T08:21:21.000000Z""},{""id"":5844,""rekomendasi_id"":1585,""jenis_dokumen_id"":3,""no_surat"":""027.2\/554\/Diskominfo\/XI\/2022"",""tanggal_surat"":""2022-11-09"",""file_surat"":""file_surat_rekomendasi\/SR_UPT_Laboratorium_Kesehatan_1585.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-rekomendasisr-upt-laboratorium-kesehatan-1585pdfqrcode.png"",""created_at"":""2022-11-09T09:09:30.000000Z"",""updated_at"":""2022-11-09T09:09:30.000000Z""},{""id"":6579,""rekomendasi_id"":1585,""jenis_dokumen_id"":5,""no_surat"":""445 \/ 465 \/ labkes\/XII\/2022"",""tanggal_surat"":""2022-12-12"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_UPT Laboratorium Kesehatan_1670807665_.pdf"",""barcode"":null,""created_at"":""2022-12-12T09:14:25.000000Z"",""updated_at"":""2022-12-12T09:14:25.000000Z""},{""id"":6662,""rekomendasi_id"":1585,""jenis_dokumen_id"":7,""no_surat"":""027.2\/554\/Diskominfo\/XI\/2022"",""tanggal_surat"":""2022-12-15"",""file_surat"":""file_surat_pemeriksaan\/SHP_UPT_Laboratorium_Kesehatan_1585.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaanshp-upt-laboratorium-kesehatan-1585pdfqrcode.png"",""created_at"":""2022-12-15T08:42:24.000000Z"",""updated_at"":""2022-12-15T08:42:24.000000Z""}]",Pengadaan Barang/Jasa,Printer,1.0,Unit,Hasil pemeriksaan terbit,4500000,2022-11-04,2022-12-15,41
SDN 37 Cakranegara,"[{""id"":5753,""rekomendasi_id"":1586,""jenis_dokumen_id"":1,""no_surat"":""03\/205\/422\/SDN 37 C\/XI\/2022"",""tanggal_surat"":""2022-11-04"",""file_surat"":""file_surat_permohonan\/SP_SDN 37 Cakranegara_1667537222_.pdf"",""barcode"":null,""created_at"":""2022-11-04T12:47:02.000000Z"",""updated_at"":""2022-11-04T12:47:02.000000Z""},{""id"":5808,""rekomendasi_id"":1586,""jenis_dokumen_id"":3,""no_surat"":""027.2\/532\/Diskominfo\/XI\/2022"",""tanggal_surat"":""2022-11-08"",""file_surat"":""file_surat_rekomendasi\/SR_SDN_37_Cakranegara_1586.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-rekomendasisr-sdn-37-cakranegara-1586pdfqrcode.png"",""created_at"":""2022-11-08T10:24:28.000000Z"",""updated_at"":""2022-11-08T10:24:28.000000Z""},{""id"":6594,""rekomendasi_id"":1586,""jenis_dokumen_id"":5,""no_surat"":""03\/225\/422\/SDN 37 CKR\/XII\/2022"",""tanggal_surat"":""2022-12-13"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_SDN 37 Cakranegara_1670891559_.pdf"",""barcode"":null,""created_at"":""2022-12-13T08:32:39.000000Z"",""updated_at"":""2022-12-13T08:32:39.000000Z""},{""id"":6716,""rekomendasi_id"":1586,""jenis_dokumen_id"":7,""no_surat"":""027.2\/532\/Diskominfo\/XI\/2022"",""tanggal_surat"":""2022-12-26"",""file_surat"":""file_surat_pemeriksaan\/SHP_SDN_37_Cakranegara_1586.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaanshp-sdn-37-cakranegara-1586pdfqrcode.png"",""created_at"":""2022-12-26T15:18:53.000000Z"",""updated_at"":""2022-12-26T15:18:53.000000Z""}]",Pengadaan Barang/Jasa,Printer,1.0,Unit,Hasil pemeriksaan terbit,3150000,2022-11-04,2022-12-26,52
SDN 37 Cakranegara,"[{""id"":5754,""rekomendasi_id"":1587,""jenis_dokumen_id"":1,""no_surat"":""03\/205\/422\/SDN 37 C\/XI\/2022"",""tanggal_surat"":""2022-11-04"",""file_surat"":""file_surat_permohonan\/SP_SDN 37 Cakranegara_1667537732_.pdf"",""barcode"":null,""created_at"":""2022-11-04T12:55:32.000000Z"",""updated_at"":""2022-11-04T12:55:32.000000Z""},{""id"":5807,""rekomendasi_id"":1587,""jenis_dokumen_id"":3,""no_surat"":""027.2\/531\/Diskominfo\/XI\/2022"",""tanggal_surat"":""2022-11-08"",""file_surat"":""file_surat_rekomendasi\/SR_SDN_37_Cakranegara_1587.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httprekomendasimataramkotagoidstoragefile-surat-rekomendasisr-sdn-37-cakranegara-1587pdfqrcode.png"",""created_at"":""2022-11-08T10:24:05.000000Z"",""updated_at"":""2022-11-08T10:24:05.000000Z""},{""id"":6595,""rekomendasi_id"":1587,""jenis_dokumen_id"":5,""no_surat"":""03\/225\/422\/SDN 37 CKR\/XII\/2022"",""tanggal_surat"":""2022-12-13"",""file_surat"":""file_surat_permohonan_pemeriksaan\/SPR_SDN 37 Cakranegara_1670891599_.pdf"",""barcode"":null,""created_at"":""2022-12-13T08:33:19.000000Z"",""updated_at"":""2022-12-13T08:33:19.000000Z""},{""id"":6739,""rekomendasi_id"":1587,""jenis_dokumen_id"":7,""no_surat"":""027.2\/531\/Diskominfo\/XI\/2022"",""tanggal_surat"":""2022-12-30"",""file_surat"":""file_surat_pemeriksaan\/SHP_SDN_37_Cakranegara_1587.pdf"",""barcode"":""\/home\/rekomendasimtr\/rekomendasi\/storage\/app\/public\/barcode\/httpsrekomendasimataramkotagoidstoragefile-surat-pemeriksaanshp-sdn-37-cakranegara-1587pdfqrcode.png"",""created_at"":""2022-12-30T11:59:41.000000Z"",""updated_at"":""2022-12-30T11:59:41.000000Z""}]",Pengadaan Barang/Jasa,Laptop,1.0,Unit,Hasil pemeriksaan terbit,15000000,2022-11-04,2022-12-30,56
